Creator	Title	Date	Material	Measurement	Culture	Inscription	Location	State or Edition	Work Rights	Image Rights	Record Creation Date	Record Modification Date	Work ID	Image ID	Technique	External Link	Text Reference	Style or Period1	Style or Period2	Style or Period3	Style or Period4	Style or Period5	Extended Title	Subject1	Subject2	Subject3	Subject4	Subject5	Subject6	Subject7	Subject8	Subject9	Subject10	General Subject	Work Description	Work Description Source	Image Description	Related Works	Image Source	Local Call Number	Order Number	Course Number and Instructor	Order Description	Creator Name1	Creator Name2	Creator Name3	Creator Name4	Creator Name5	Creator Name6	Creator Name7	Creator Name8	Alternate Creator Name1	Alternate Creator Name2	Alternate Creator Name3	Alternate Creator Name4	Alternate Creator Name5	Alternate Creator Name6	Alternate Creator Name7	Alternate Creator Name8	Image Classification Term	Object Type1	Object Type2	Object Type3	Object Type4	Object Type5
William Walker (American artist, 1927-2011)	History of the Packinghouse Worker	creation: 1974			American		United States, Illinois, Chicago, 4859 S. Wabash [site]				8/6/2013	11/12/2014	69249	7149110				Modern; 20th Century					History of the Packinghouse Worker (cited, English, preferred)	Mural painting and decoration-- 20th century	Chicago (Ill.)	Public art								contemporary (1950 to present); figure groups	Restored in 1998 by Bernard Williams and Derrick Holley, Amalgamated Meat Cutters Union Hall (now the Charles Hayes Family Investment Center)				Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Walker, William																painting	paintings; mural paintings				
John Pitman Weber ( artist, born 1942); Barry Bruner ( artist, active ca. 1970s)	Our Lives	creation: 1978			American		United States, Illinois, Chicago, 3553 W. North Avenue [site]				8/6/2013	11/12/2014	66075	7149111				Modern; 20th Century					Nuestras Vidas (cited, Spanish, alternate); Our Lives (cited, English, preferred)	Dancing	Mural painting and decoration-- 20th century	Chicago (Ill.)	Public art							contemporary (1950 to present); figure groups					Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Weber, John Pitman	Bruner, Barry															painting	paintings; mural paintings				
John Pitman Weber ( artist, born 1942); Barry Bruner ( artist, active ca. 1970s)	Our Lives	creation: 1978			American		United States, Illinois, Chicago, 3553 W. North Avenue [site]				8/6/2013	11/12/2014	66075	7149112				Modern; 20th Century					Nuestras Vidas (cited, Spanish, alternate); Our Lives (cited, English, preferred)	Dancing	Mural painting and decoration-- 20th century	Chicago (Ill.)	Public art							contemporary (1950 to present); figure groups					Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Weber, John Pitman	Bruner, Barry															painting	paintings; mural paintings				
John Pitman Weber ( artist, born 1942); Barry Bruner ( artist, active ca. 1970s)	Our Lives	creation: 1978			American		United States, Illinois, Chicago, 3553 W. North Avenue [site]				8/6/2013	11/12/2014	66075	7149113				Modern; 20th Century					Nuestras Vidas (cited, Spanish, alternate); Our Lives (cited, English, preferred)	Dancing	Mural painting and decoration-- 20th century	Chicago (Ill.)	Public art							contemporary (1950 to present); figure groups					Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Weber, John Pitman	Bruner, Barry															painting	paintings; mural paintings				
John Pitman Weber ( artist, born 1942); Barry Bruner ( artist, active ca. 1970s)	Our Lives	creation: 1978			American		United States, Illinois, Chicago, 3553 W. North Avenue [site]				8/6/2013	11/12/2014	66075	7149114				Modern; 20th Century					Nuestras Vidas (cited, Spanish, alternate); Our Lives (cited, English, preferred)	Dancing	Mural painting and decoration-- 20th century	Chicago (Ill.)	Public art							contemporary (1950 to present); figure groups					Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Weber, John Pitman	Bruner, Barry															painting	paintings; mural paintings				
John Pitman Weber ( artist, born 1942); Barry Bruner ( artist, active ca. 1970s)	Our Lives	creation: 1978			American		United States, Illinois, Chicago, 3553 W. North Avenue [site]				8/6/2013	11/12/2014	66075	7149115				Modern; 20th Century					Nuestras Vidas (cited, Spanish, alternate); Our Lives (cited, English, preferred)	Dancing	Mural painting and decoration-- 20th century	Chicago (Ill.)	Public art							contemporary (1950 to present); figure groups					Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Weber, John Pitman	Bruner, Barry															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011)	History of the Packinghouse Worker	creation: 1974			American		United States, Illinois, Chicago, 4859 S. Wabash [site]				8/6/2013	11/12/2014	69249	7149116				Modern; 20th Century					History of the Packinghouse Worker (cited, English, preferred)	Mural painting and decoration-- 20th century	Chicago (Ill.)	Public art								contemporary (1950 to present); figure groups	Restored in 1998 by Bernard Williams and Derrick Holley, Amalgamated Meat Cutters Union Hall (now the Charles Hayes Family Investment Center)				Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Walker, William																painting	paintings; mural paintings				
William Walker (American artist, 1927-2011)	History of the Packinghouse Worker	creation: 1974			American		United States, Illinois, Chicago, 4859 S. Wabash [site]				8/6/2013	11/12/2014	69249	7149117				Modern; 20th Century					History of the Packinghouse Worker (cited, English, preferred)	Mural painting and decoration-- 20th century	Chicago (Ill.)	Public art								contemporary (1950 to present); figure groups	Restored in 1998 by Bernard Williams and Derrick Holley, Amalgamated Meat Cutters Union Hall (now the Charles Hayes Family Investment Center)				Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Walker, William																painting	paintings; mural paintings				
William Walker (American artist, 1927-2011)	History of the Packinghouse Worker	creation: 1974			American		United States, Illinois, Chicago, 4859 S. Wabash [site]				8/6/2013	11/12/2014	69249	7149118				Modern; 20th Century					History of the Packinghouse Worker (cited, English, preferred)	Mural painting and decoration-- 20th century	Chicago (Ill.)	Public art								contemporary (1950 to present); figure groups	Restored in 1998 by Bernard Williams and Derrick Holley, Amalgamated Meat Cutters Union Hall (now the Charles Hayes Family Investment Center)				Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Walker, William																painting	paintings; mural paintings				
William Walker (American artist, 1927-2011)	History of the Packinghouse Worker	creation: 1974			American		United States, Illinois, Chicago, 4859 S. Wabash [site]				8/6/2013	11/12/2014	69249	7149119				Modern; 20th Century					History of the Packinghouse Worker (cited, English, preferred)	Mural painting and decoration-- 20th century	Chicago (Ill.)	Public art								contemporary (1950 to present); figure groups	Restored in 1998 by Bernard Williams and Derrick Holley, Amalgamated Meat Cutters Union Hall (now the Charles Hayes Family Investment Center)				Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Walker, William																painting	paintings; mural paintings				
William Walker (American artist, 1927-2011)	History of the Packinghouse Worker	creation: 1974			American		United States, Illinois, Chicago, 4859 S. Wabash [site]				8/6/2013	11/12/2014	69249	7149120				Modern; 20th Century					History of the Packinghouse Worker (cited, English, preferred)	Mural painting and decoration-- 20th century	Chicago (Ill.)	Public art								contemporary (1950 to present); figure groups	Restored in 1998 by Bernard Williams and Derrick Holley, Amalgamated Meat Cutters Union Hall (now the Charles Hayes Family Investment Center)				Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Walker, William																painting	paintings; mural paintings				
John Pitman Weber ( artist, born 1942); Barry Bruner ( artist, active ca. 1970s)	Our Lives	creation: 1978			American		United States, Illinois, Chicago, 3553 W. North Avenue [site]				8/6/2013	11/12/2014	66075	7149121				Modern; 20th Century					Nuestras Vidas (cited, Spanish, alternate); Our Lives (cited, English, preferred)	Dancing	Mural painting and decoration-- 20th century	Chicago (Ill.)	Public art							contemporary (1950 to present); figure groups					Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Weber, John Pitman	Bruner, Barry															painting	paintings; mural paintings				
John Pitman Weber ( artist, born 1942); Barry Bruner ( artist, active ca. 1970s)	Our Lives	creation: 1978			American		United States, Illinois, Chicago, 3553 W. North Avenue [site]				8/6/2013	11/12/2014	66075	7149122				Modern; 20th Century					Nuestras Vidas (cited, Spanish, alternate); Our Lives (cited, English, preferred)	Dancing	Mural painting and decoration-- 20th century	Chicago (Ill.)	Public art							contemporary (1950 to present); figure groups					Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Weber, John Pitman	Bruner, Barry															painting	paintings; mural paintings				
John Pitman Weber ( artist, born 1942); Barry Bruner ( artist, active ca. 1970s)	Our Lives	creation: 1978			American		United States, Illinois, Chicago, 3553 W. North Avenue [site]				8/6/2013	11/12/2014	66075	7149123				Modern; 20th Century					Nuestras Vidas (cited, Spanish, alternate); Our Lives (cited, English, preferred)	Dancing	Mural painting and decoration-- 20th century	Chicago (Ill.)	Public art							contemporary (1950 to present); figure groups					Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Weber, John Pitman	Bruner, Barry															painting	paintings; mural paintings				
John Pitman Weber ( artist, born 1942); Barry Bruner ( artist, active ca. 1970s)	Our Lives	creation: 1978			American		United States, Illinois, Chicago, 3553 W. North Avenue [site]				8/6/2013	11/12/2014	66075	7149124				Modern; 20th Century					Nuestras Vidas (cited, Spanish, alternate); Our Lives (cited, English, preferred)	Dancing	Mural painting and decoration-- 20th century	Chicago (Ill.)	Public art							contemporary (1950 to present); figure groups					Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Weber, John Pitman	Bruner, Barry															painting	paintings; mural paintings				
John Pitman Weber ( artist, born 1942); Barry Bruner ( artist, active ca. 1970s)	Our Lives	creation: 1978			American		United States, Illinois, Chicago, 3553 W. North Avenue [site]				8/6/2013	11/12/2014	66075	7149125				Modern; 20th Century					Nuestras Vidas (cited, Spanish, alternate); Our Lives (cited, English, preferred)	Dancing	Mural painting and decoration-- 20th century	Chicago (Ill.)	Public art							contemporary (1950 to present); figure groups					Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Weber, John Pitman	Bruner, Barry															painting	paintings; mural paintings				
